-54905.99975,63.09,63.19,38,12
-54890.00017,63.09,63.19,38,12
-54890.00017,63.09,63.19,38,12
-53312.00003,63.09,63.29,38,12
-53295.99981,63.09,63.29,38,38
-53295.99981,63.09,63.29,38,38
-44248.00021,63.09,63.16,38,38
-44248.00021,63.09,63.16,38,2
-44248.00021,63.09,63.16,38,2
-44045.00015,63.09,63.27,38,2
-44045.00015,63.09,63.27,38,26
-44030.00011,63.09,63.27,38,26
-43497.99987,63.09,63.17,38,26
-43497.99987,63.09,63.17,38,12
-43482.99983,63.09,63.17,38,12
-39217.00004,63.09,63.25,38,12
-39217.00004,63.09,63.25,38,8
-39200.99982,63.09,63.25,38,8
-38497.99996,63.09,63.25,38,12
-34200.99991,63.09,63.18,38,12
-34184.99969,63.09,63.18,38,12
-33887.99995,63.09,63.29,38,12
-33887.99995,63.09,63.29,38,4
-33887.99995,63.09,63.29,38,4
-33200.00013,63.09,63.29,38,26
-31309.00003,63.09,63.22,38,26
-31309.00003,63.09,63.22,38,12
-31309.00003,63.09,63.22,38,12
-26231.00001,63.09,63.29,38,12
-26231.00001,63.09,63.29,38,38
-26214.9998,63.09,63.29,38,38
-25934.00027,63.09,63.28,38,38
-25934.00027,63.09,63.28,38,38
-25074.00003,63.09,63.28,38,30
-24354.99995,63.09,63.28,38,38
-22964.00028,63.09,63.26,38,38
-22949.00024,63.09,63.26,38,8
-22949.00024,63.09,63.26,38,8
-22182.99969,63.09,63.26,38,26
-21932.99979,63.09,63.24,38,26
-21932.99979,63.09,63.24,38,12
-21932.99979,63.09,63.24,38,12
-21636.00004,63.09,63.17,38,12
-21621,63.09,63.17,38,12
-20745.99972,63.09,63.27,38,12
-20745.99972,63.09,63.27,38,30
-20745.99972,63.09,63.27,38,30
-20402.00012,63.09,63.27,38,6
-18360.00003,63.09,63.27,38,14
-17667,63.09,63.27,38,18
-15318.99988,63.09,63.26,38,18
-15303.0003,63.09,63.26,38,4
-15303.0003,63.09,63.26,38,4
-14896.00001,63.09,63.26,38,12
-10627.99988,63.09,63.29,38,12
-10625,63.09,63.29,38,30
-10623.00028,63.09,63.29,38,30
-9885.000112,63.09,63.27,38,30
-9882.000228,63.09,63.27,38,4
-9878.999717,63.09,63.27,38,4
-9310.000087,63.09,63.27,38,12
-7329.999888,63.09,63.26,38,12
