-54858.99991,91.34,91.4,59,33
-54858.99991,91.34,91.4,59,33
-44280.00001,91.38,91.4,59,33
-44280.00001,91.38,91.4,10,33
-44280.00001,91.38,91.44,10,33
-44263.99979,91.38,91.44,10,4
-44263.99979,91.38,91.44,10,4
-44263.99979,91.38,91.44,10,4
-44060.99974,91.35,91.44,10,4
-44060.99974,91.35,91.44,34,4
-44060.99974,91.35,91.44,34,4
-44045.00015,91.35,91.44,34,34
-43482.99983,91.38,91.44,34,34
-43482.99983,91.38,91.44,10,34
-43467.00024,91.38,91.44,10,34
-43044.99992,91.38,91.43,10,34
-43044.99992,91.38,91.43,10,12
-43044.99992,91.38,91.43,56,12
-43044.99992,91.38,91.43,56,12
-42483.00022,91.38,91.43,51,12
-42467.00001,91.38,91.43,51,20
-41747.99994,91.38,91.44,51,20
-41747.99994,91.38,91.44,51,29
-41731.99972,91.38,91.44,51,29
-41201.00029,91.39,91.44,51,29
-41186.00024,91.39,91.44,2,29
-41186.00024,91.39,91.44,2,29
-41186.00024,91.39,91.44,2,11
-40545.00028,91.39,91.44,31,11
-40545.00028,91.39,91.44,31,10
-39545.00004,91.4,91.44,31,10
-39545.00004,91.4,91.44,2,10
-39545.00004,91.4,91.44,2,10
-39545.00004,91.4,91.44,2,6
-39325.99977,91.35,91.44,2,6
-39325.99977,91.35,91.44,32,6
-39310.00018,91.35,91.42,32,6
-39310.00018,91.35,91.42,32,23
-39310.00018,91.35,91.42,32,23
-39310.00018,91.35,91.42,32,23
-39232.00008,91.36,91.42,32,23
-39232.00008,91.36,91.42,20,23
-39232.00008,91.36,91.44,20,23
-39232.00008,91.36,91.44,20,36
-39217.00004,91.36,91.44,20,36
-39217.00004,91.36,91.44,20,36
-38762.99991,91.35,91.44,20,36
-38762.99991,91.35,91.44,37,36
-38747.99986,91.35,91.39,37,36
-38747.99986,91.35,91.39,37,10
-38747.99986,91.35,91.39,37,10
-38747.99986,91.35,91.39,37,10
-37748.00026,91.35,91.39,36,10
-34981.99987,91.35,91.39,36,3
-34575.99976,91.34,91.39,36,3
-34575.99976,91.34,91.39,44,3
-34575.99976,91.34,91.4,44,3
-34575.99976,91.34,91.4,44,35
-34560.00017,91.34,91.4,44,35
-34560.00017,91.34,91.4,44,35
-34215.99995,91.35,91.4,44,35
-34215.99995,91.35,91.4,3,35
-34215.99995,91.35,91.4,3,35
-34200.99991,91.35,91.4,3,33
-33949.99984,91.34,91.4,3,33
-33949.99984,91.34,91.4,3,33
-33934.99979,91.34,91.38,3,33
-33934.99979,91.34,91.38,3,18
-33934.99979,91.34,91.38,3,18
-33746.99978,91.34,91.4,3,18
-33746.99978,91.34,91.4,3,29
-33746.99978,91.34,91.4,44,29
-33731.99974,91.34,91.4,44,29
-33185.00009,91.34,91.4,4,29
-33168.99987,91.34,91.4,4,31
-32387.99991,91.34,91.4,44,31
-31638.00021,91.34,91.4,43,31
-31325.00025,91.35,91.4,43,31
-31325.00025,91.35,91.4,1,31
-31325.00025,91.35,91.4,1,31
-31309.00003,91.35,91.4,1,27
-31105.99997,91.34,91.4,1,27
-31105.99997,91.34,91.4,37,27
-31105.99997,91.34,91.4,37,27
-31090.99993,91.34,91.4,37,35
-30872.00029,91.34,91.4,44,35
-30872.00029,91.34,91.4,44,30
-30090.00015,91.35,91.4,44,30
-30090.00015,91.35,91.4,35,30
-30090.00015,91.35,91.4,35,30
-30075.00011,91.35,91.4,35,11
-29777.99973,91.36,91.4,35,11
-29777.99973,91.36,91.4,20,11
-29777.99973,91.36,91.4,20,11
-29777.99973,91.36,91.4,20,8
-29339.99982,91.35,91.4,20,8
-29324.99978,91.35,91.4,35,8
-29324.99978,91.35,91.4,35,8
-29324.99978,91.35,91.4,35,11
-29089.99992,91.35,91.41,35,11
-29089.99992,91.35,91.41,35,64
-29089.99992,91.35,91.41,35,64
-28262.00011,91.34,91.41,35,64
-28245.9999,91.34,91.41,54,64
-28245.9999,91.34,91.4,54,64
-28245.9999,91.34,91.4,54,36
-28245.9999,91.34,91.4,54,36
-28245.9999,91.34,91.4,54,36
-28042.99984,91.35,91.4,54,36
-28027.9998,91.35,91.4,30,36
-28027.9998,91.35,91.41,30,36
-28027.9998,91.35,91.41,30,65
-28027.9998,91.35,91.41,30,65
-28027.9998,91.35,91.41,30,65
-27481.00015,91.35,91.4,30,65
-27481.00015,91.35,91.4,30,2
-27464.99993,91.35,91.4,30,2
-26965.00013,91.34,91.4,30,2
-26965.00013,91.34,91.4,51,2
-26965.00013,91.34,91.4,51,2
-26965.00013,91.34,91.4,51,35
-26199.00021,91.34,91.4,52,35
-26199.00021,91.34,91.4,52,36
-25949.00031,91.35,91.4,52,36
-25949.00031,91.35,91.4,35,36
-25949.00031,91.35,91.41,35,36
-25949.00031,91.35,91.41,35,63
-25934.00027,91.35,91.41,35,63
-25934.00027,91.35,91.41,35,63
-25590.00005,91.35,91.4,35,63
-25573.99983,91.35,91.4,35,2
-25573.99983,91.35,91.4,35,2
-25042.99977,91.34,91.4,35,2
-25042.99977,91.34,91.4,51,2
-25042.99977,91.34,91.4,51,2
-25042.99977,91.34,91.4,51,38
-24870.99997,91.35,91.4,51,38
-24854.99976,91.35,91.4,37,38
-24854.99976,91.35,91.41,37,38
-24854.99976,91.35,91.41,37,63
-24854.99976,91.35,91.41,37,63
-24839.99971,91.35,91.41,37,63
-24589.99981,91.35,91.4,37,63
-24589.99981,91.35,91.4,37,2
-24589.99981,91.35,91.4,37,2
-23495.99989,91.35,91.41,37,2
-23495.99989,91.35,91.41,37,63
-23495.99989,91.35,91.41,37,63
-22949.00024,91.39,91.41,37,63
-22949.00024,91.39,91.41,2,63
-22949.00024,91.39,91.41,2,63
-22933.00002,91.39,91.41,2,9
-22746.00018,91.38,91.41,2,9
-22746.00018,91.38,91.41,17,9
-22746.00018,91.38,91.44,17,9
-22746.00018,91.38,91.44,17,31
-22729.99997,91.38,91.44,17,31
-22729.99997,91.38,91.44,17,31
-22182.99969,91.38,91.44,14,31
