-54998.9999,99.03,99.06,31,2
-54998.9999,99.03,99.06,31,2
-44233.00016,99.05,99.06,31,2
-44233.00016,99.05,99.06,29,2
-44233.00016,99.05,99.08,29,2
-44216.99995,99.05,99.08,29,1
-44216.99995,99.05,99.08,29,1
-44216.99995,99.05,99.08,29,1
-43514.00009,99.05,99.09,29,1
-43514.00009,99.05,99.09,29,40
-43514.00009,99.05,99.09,36,40
-43497.99987,99.05,99.09,36,40
-42779.99997,99.05,99.09,100,40
-42779.99997,99.05,99.09,100,34
-41997.99984,99.05,99.09,117,34
-41997.99984,99.05,99.09,117,20
-41170.00003,99.06,99.09,117,20
-41170.00003,99.06,99.09,5,20
-41170.00003,99.06,99.09,5,20
-41153.99981,99.06,99.09,5,1
-40545.00028,99.06,99.09,47,1
-39778.99973,99.07,99.09,47,1
-39778.99973,99.07,99.09,2,1
-39778.99973,99.07,99.1,2,1
-39764.00031,99.07,99.1,2,45
-39764.00031,99.07,99.1,2,45
-39764.00031,99.07,99.1,2,45
-39528.99983,99.08,99.1,2,45
-39528.99983,99.08,99.1,5,45
-39528.99983,99.08,99.1,5,45
-39513.99978,99.08,99.1,5,41
-39295.00014,99.07,99.1,5,41
-39295.00014,99.07,99.1,1,41
-39295.00014,99.07,99.09,1,41
-39295.00014,99.07,99.09,1,7
-39295.00014,99.07,99.09,1,7
-39278.99993,99.07,99.09,1,7
-39263.99988,99.04,99.09,1,7
-39248.00029,99.04,99.09,77,7
-39248.00029,99.04,99.07,77,7
-39248.00029,99.04,99.07,77,1
-39248.00029,99.04,99.07,77,1
-39248.00029,99.04,99.07,77,1
-38606.9997,99.03,99.07,77,1
-38606.9997,99.03,99.07,77,1
-38606.9997,99.03,99.07,77,30
-37825.99973,99.03,99.07,61,30
-37825.99973,99.03,99.07,61,40
-37262.99987,99.03,99.07,65,40
-37262.99987,99.03,99.07,65,41
-36373.00017,99.03,99.07,45,41
-36373.00017,99.03,99.07,45,54
-35747.00025,99.03,99.07,44,54
-35732.0002,99.03,99.07,44,56
-34981.99987,99.03,99.07,47,56
-34981.99987,99.03,99.07,47,58
-34590.99981,99.03,99.06,47,58
-34590.99981,99.03,99.06,47,8
-34590.99981,99.03,99.06,26,8
-34590.99981,99.03,99.06,26,8
-34184.99969,99.04,99.06,26,8
-34184.99969,99.04,99.06,1,8
-34184.99969,99.04,99.06,1,8
-34169.00011,99.04,99.06,1,6
-33966.00005,99.03,99.06,1,6
-33966.00005,99.03,99.06,15,6
-33966.00005,99.03,99.05,15,6
-33949.99984,99.03,99.05,15,11
-33949.99984,99.03,99.05,15,11
-33949.99984,99.03,99.05,15,11
-33496.99988,99.03,99.05,15,9
-33200.00013,99.02,99.05,15,9
-33200.00013,99.02,99.05,48,9
-33185.00009,99.02,99.05,48,9
-33185.00009,99.02,99.05,48,6
-32699.9997,99.03,99.05,48,6
-32699.9997,99.03,99.05,5,6
-32685.00029,99.03,99.05,5,6
-31888.00011,99.03,99.05,24,6
-31137.99978,99.03,99.05,37,6
-31122.00019,99.03,99.05,37,1
-30872.00029,99.03,99.05,30,1
-30293.99975,99.03,99.05,24,1
-30058.9999,99.03,99.06,24,1
-30058.9999,99.03,99.06,24,14
-30043.99985,99.03,99.06,46,14
-30043.99985,99.03,99.06,46,14
-29793.99995,99.04,99.06,46,14
-29793.99995,99.04,99.06,93,14
-29793.99995,99.04,99.06,93,14
-29777.99973,99.04,99.06,93,1
-29339.99982,99.03,99.06,93,1
-29339.99982,99.03,99.06,85,1
-29339.99982,99.03,99.06,85,1
-28793.00017,99.03,99.06,72,1
-27839.99979,99.03,99.06,59,1
-27231.00025,99.03,99.06,45,1
-26965.00013,99.03,99.06,65,1
-26214.9998,99.03,99.06,24,1
-26214.9998,99.03,99.06,24,3
